username;lotacao;tipoconta;valormi;dc;contacontabil
user0696;UNID-023;Receita;8312.44;d;77729454
user0379;UNID-068;Outras;8312.44;c;91125615
user2799;UNID-073;Despesa;9417.25;d;81525649
user1538;UNID-041;Resultado;9417.25;c;36726688
user2392;UNID-056;Despesa;12756.70;d;84409896
user2193;UNID-116;Passivo;12756.70;c;20303699
user2256;UNID-087;Despesa;38490.77;d;83297667
user2041;UNID-107;Resultado;38490.77;c;36187448
user0216;UNID-092;Despesa;21387.73;d;87954722
user0468;UNID-073;Resultado;21387.73;c;38936857
user2421;UNID-067;Despesa;322.92;d;82571969
user0294;UNID-029;Despesa;322.92;c;85814426
user2011;UNID-033;Resultado;42498.62;d;32220486
user0022;UNID-044;Passivo;42498.62;c;27607953
user1131;UNID-041;Ativo;35905.56;d;14588043
user0851;UNID-080;Despesa;35905.56;c;86762648
user0522;UNID-105;Resultado;18116.79;d;36543054
user2467;UNID-065;Ativo;18116.79;c;19721519
user2086;UNID-063;Receita;31449.10;d;74621181
user0113;UNID-039;Outras;31449.10;c;95263476
user2016;UNID-095;Despesa;20722.24;d;84057598
user0213;UNID-002;Outras;20722.24;c;99000574
user2750;UNID-086;Passivo;17323.54;d;20385233
user1400;UNID-088;Despesa;17323.54;c;85727797
user1060;UNID-024;Ativo;16125.51;d;12977722
user1150;UNID-064;Passivo;16125.51;c;21654262
user2838;UNID-069;Ativo;20362.19;d;15677430
user2772;UNID-054;Receita;20362.19;c;73035364
user2383;UNID-005;Outras;6125.75;d;94474226
user2852;UNID-105;Ativo;6125.75;c;13286468
user2696;UNID-113;Passivo;4799.22;d;27972902
user1118;UNID-094;Receita;4799.22;c;75390033
user1055;UNID-068;Receita;101.22;d;79487699
user0278;UNID-097;Resultado;101.22;c;31808218
user2640;UNID-112;Passivo;13998.86;d;23590830
user2847;UNID-096;Outras;13998.86;c;90756921
user2277;UNID-064;Passivo;6173.45;d;24692643
user0577;UNID-097;Despesa;6173.45;c;82046934
user1626;UNID-056;Ativo;27389.85;d;17780428
user1774;UNID-089;Resultado;27389.85;c;34878242
user2983;UNID-038;Despesa;1152.19;d;81071423
user1708;UNID-081;Despesa;1152.19;c;85113096
user2625;UNID-064;Outras;12464.89;d;99808428
user0679;UNID-014;Ativo;12464.89;c;15848862
user0290;UNID-061;Receita;29607.65;d;72970951
user2781;UNID-071;Outras;29607.65;c;96658278
user2522;UNID-007;Resultado;7523.96;d;31698953
user2029;UNID-017;Despesa;7523.96;c;85622384
user0321;UNID-045;Despesa;10142.40;d;84770663
user0654;UNID-084;Ativo;10142.40;c;13516688
user1828;UNID-067;Ativo;42058.83;d;12672518
user2075;UNID-027;Passivo;42058.83;c;29191320
user1909;UNID-031;Ativo;10573.96;d;19474252
user1626;UNID-094;Resultado;10573.96;c;36579722
user1096;UNID-036;Receita;3248.65;d;74256943
user2557;UNID-114;Passivo;3248.65;c;29757195
user1355;UNID-012;Ativo;19956.66;d;13604683
user0620;UNID-009;Resultado;19956.66;c;33721023
user0241;UNID-097;Receita;45116.24;d;78886554
user1432;UNID-092;Despesa;45116.24;c;88739005
user2787;UNID-062;Ativo;24587.37;d;14208450
user1167;UNID-015;Outras;24587.37;c;95832428
user2459;UNID-084;Resultado;20437.06;d;35639875
user2098;UNID-069;Passivo;20437.06;c;27079087
user0003;UNID-068;Ativo;31951.55;d;14804569
user0232;UNID-061;Passivo;31951.55;c;21470573
user0552;UNID-066;Ativo;13063.76;d;17843147
user1037;UNID-067;Ativo;13063.76;c;11296567
user0983;UNID-035;Passivo;12626.34;d;28659437
user2677;UNID-103;Ativo;12626.34;c;19023789
user2884;UNID-119;Outras;29254.20;d;98684852
user1448;UNID-104;Resultado;29254.20;c;39351409
user1672;UNID-102;Receita;15972.89;d;72148944
user1708;UNID-002;Passivo;15972.89;c;21304599
user2631;UNID-074;Passivo;28331.53;d;29557761
user0250;UNID-025;Passivo;28331.53;c;26647256
user1096;UNID-118;Resultado;12217.70;d;30206424
user1185;UNID-017;Ativo;12217.70;c;18849407
user0147;UNID-091;Passivo;14098.38;d;29854499
user1944;UNID-074;Passivo;14098.38;c;24236299
user0957;UNID-058;Receita;44901.29;d;77765810
user0657;UNID-031;Ativo;44901.29;c;10936853
user1827;UNID-034;Receita;4615.07;d;75118512
user1243;UNID-082;Resultado;4615.07;c;32785073
user2441;UNID-041;Ativo;13387.34;d;16608501
user2622;UNID-054;Outras;13387.34;c;96576929
user1556;UNID-029;Receita;17030.31;d;71226497
user1793;UNID-063;Despesa;17030.31;c;89660759
user1044;UNID-058;Receita;4690.47;d;71741941
user2873;UNID-085;Despesa;4690.47;c;89399195
user0382;UNID-029;Passivo;2154.94;d;26252105
user1341;UNID-004;Outras;2154.94;c;94831157
user2713;UNID-076;Passivo;9710.72;d;26738059
user0222;UNID-021;Ativo;9710.72;c;19258694
user1121;UNID-011;Outras;19060.85;d;91760510
user2411;UNID-076;Outras;19060.85;c;90195796
user1308;UNID-006;Despesa;69372.50;d;85064994
user0406;UNID-117;Outras;69372.50;c;99837907
user1308;UNID-100;Outras;34237.26;d;92167354
user0242;UNID-112;Resultado;34237.26;c;32745431
user2816;UNID-015;Resultado;29909.13;d;33834416
user1292;UNID-026;Passivo;29909.13;c;28115118
user2598;UNID-037;Ativo;42919.81;d;19354125
user1288;UNID-023;Receita;42919.81;c;72647306
user1824;UNID-033;Passivo;55922.69;d;28267628
user0380;UNID-032;Passivo;55922.69;c;29781433
user1389;UNID-105;Despesa;33638.96;d;86979205
user2197;UNID-067;Despesa;33638.96;c;84038169
user2639;UNID-015;Resultado;8948.15;d;31482568
user2535;UNID-112;Ativo;8948.15;c;19878814
user1400;UNID-099;Ativo;9393.60;d;19434007
user2244;UNID-016;Resultado;9393.60;c;30904502
user0628;UNID-115;Ativo;25294.75;d;14629133
user0589;UNID-003;Despesa;25294.75;c;80162118
user0900;UNID-078;Receita;41268.34;d;73871110
user2610;UNID-032;Outras;41268.34;c;96210102
user0856;UNID-025;Ativo;58322.34;d;18910396
user1452;UNID-069;Despesa;58322.34;c;83702257
user0274;UNID-109;Resultado;42510.91;d;33623475
user1729;UNID-111;Receita;42510.91;c;72572870
user2414;UNID-070;Ativo;36241.62;d;13629844
user1320;UNID-095;Receita;36241.62;c;70181615
user1437;UNID-082;Passivo;54378.14;d;20656043
user2380;UNID-115;Receita;54378.14;c;79585246
user0729;UNID-040;Ativo;18761.99;d;13268858
user1856;UNID-117;Outras;18761.99;c;92966872
user2928;UNID-113;Ativo;708.39;d;14330974
user0229;UNID-016;Passivo;708.39;c;24089827
user1266;UNID-020;Ativo;2912.51;d;14358169
user1295;UNID-080;Outras;2912.51;c;92311119
user0840;UNID-027;Resultado;39749.53;d;39285733
user1106;UNID-012;Despesa;39749.53;c;89893162
user0351;UNID-117;Resultado;23350.51;d;36496435
user1776;UNID-084;Ativo;23350.51;c;19622688
user2827;UNID-096;Receita;15578.63;d;75779860
user0489;UNID-080;Outras;15578.63;c;93019939
user2652;UNID-110;Despesa;1192.34;d;82054075
user0812;UNID-062;Resultado;1192.34;c;35229720
user0154;UNID-090;Ativo;28552.60;d;18910701
user2419;UNID-106;Ativo;28552.60;c;19089571
user0416;UNID-021;Resultado;20357.48;d;32420969
user1490;UNID-043;Ativo;20357.48;c;15999495
user0054;UNID-043;Ativo;9844.53;d;15548150
user0776;UNID-047;Passivo;9844.53;c;21759552
user1550;UNID-006;Ativo;31594.76;d;19160599
user0778;UNID-096;Passivo;31594.76;c;21660599
user0758;UNID-035;Receita;21571.83;d;75314580
user0883;UNID-039;Resultado;21571.83;c;39720862
user0416;UNID-075;Despesa;26438.01;d;87410365
user0065;UNID-057;Resultado;26438.01;c;37891744
user2094;UNID-060;Receita;30402.61;d;75169455
user2334;UNID-054;Ativo;30402.61;c;17675173
user1222;UNID-025;Passivo;2097.23;d;25716096
user0260;UNID-087;Resultado;2097.23;c;35661366
user1701;UNID-043;Receita;24008.36;d;73772004
user2708;UNID-094;Ativo;24008.36;c;10454203
user0349;UNID-001;Resultado;2907.50;d;39023697
user0696;UNID-096;Ativo;2907.50;c;15848195
user1833;UNID-051;Receita;58175.86;d;73977961
user1945;UNID-116;Ativo;58175.86;c;15057598
user0409;UNID-078;Outras;28382.62;d;99548844
user0114;UNID-053;Despesa;28382.62;c;84500438
user0555;UNID-001;Outras;2625.06;d;98544170
user0051;UNID-070;Receita;2625.06;c;79146990
user2993;UNID-011;Receita;24484.45;d;74761952
user2177;UNID-044;Ativo;24484.45;c;16363478
user0369;UNID-108;Passivo;2085.97;d;20939759
user0295;UNID-027;Outras;2085.97;c;99150831
user0208;UNID-043;Passivo;10568.00;d;21337126
user2097;UNID-075;Ativo;10568.00;c;12801252
user2400;UNID-052;Outras;25355.65;d;91451309
user2716;UNID-086;Outras;25355.65;c;99171920
user0206;UNID-084;Outras;31081.64;d;90449531
user2001;UNID-006;Ativo;31081.64;c;12938441
user1316;UNID-067;Passivo;10683.87;d;23209032
user1794;UNID-083;Receita;10683.87;c;75671130
user0256;UNID-106;Despesa;14350.50;d;87813047
user2109;UNID-005;Ativo;14350.50;c;11006349
user0374;UNID-014;Ativo;45456.67;d;10988948
user0154;UNID-033;Resultado;45456.67;c;38508604
user1412;UNID-059;Ativo;44039.87;d;14283688
user1420;UNID-007;Ativo;44039.87;c;16104516
user2883;UNID-005;Ativo;20354.12;d;15619163
user0726;UNID-106;Passivo;20354.12;c;22220329
user0423;UNID-091;Resultado;47817.13;d;31819113
user2260;UNID-036;Passivo;47817.13;c;21953677
user0464;UNID-062;Passivo;49201.68;d;23949878
user0261;UNID-088;Despesa;49201.68;c;83108519
user2275;UNID-108;Ativo;50865.26;d;11462084
user2800;UNID-059;Despesa;50865.26;c;86854995
user2264;UNID-048;Passivo;24899.26;d;28268269
user0499;UNID-108;Receita;24899.26;c;78551367
user1976;UNID-024;Outras;21363.79;d;94812650
user2437;UNID-022;Ativo;21363.79;c;19017063
user0882;UNID-065;Ativo;14267.33;d;10767915
user1924;UNID-101;Ativo;14267.33;c;19058397
user2762;UNID-062;Outras;27238.19;d;91172773
user1199;UNID-002;Passivo;27238.19;c;20056791
user1906;UNID-068;Passivo;13201.13;d;28938414
user0981;UNID-095;Receita;13201.13;c;78048035
user1875;UNID-017;Ativo;9518.88;d;14670348
user0583;UNID-043;Despesa;9518.88;c;81070128
user1025;UNID-023;Ativo;43842.66;d;10852886
user0319;UNID-051;Passivo;43842.66;c;25093739
user1047;UNID-020;Resultado;54762.80;d;36374872
user1845;UNID-085;Despesa;54762.80;c;81673257
user2965;UNID-085;Despesa;23691.88;d;84407853
user2016;UNID-113;Outras;23691.88;c;99103108
user2769;UNID-117;Receita;20812.35;d;76134838
user2859;UNID-105;Outras;20812.35;c;94712853
user1175;UNID-059;Ativo;36722.01;d;14230878
user1598;UNID-027;Receita;36722.01;c;77937720
user2519;UNID-063;Ativo;40446.46;d;11348969
user0599;UNID-065;Ativo;40446.46;c;12494822
user1805;UNID-095;Ativo;4635.36;d;14086887
user0327;UNID-029;Passivo;4635.36;c;24015685
user0421;UNID-094;Outras;33541.39;d;92122350
user1448;UNID-014;Resultado;33541.39;c;33646140
user2287;UNID-096;Resultado;50379.24;d;39408199
user1450;UNID-113;Outras;50379.24;c;95399231
user0012;UNID-055;Outras;4672.61;d;96009458
user2568;UNID-021;Despesa;4672.61;c;81453876
user0808;UNID-016;Passivo;37468.49;d;20442807
user2823;UNID-017;Receita;37468.49;c;70934964
user0809;UNID-091;Resultado;36660.21;d;32059226
user0626;UNID-099;Passivo;36660.21;c;21082194
user1946;UNID-078;Ativo;42296.42;d;12191712
user0292;UNID-086;Despesa;42296.42;c;83537198
user1259;UNID-049;Outras;25184.64;d;91996695
user1906;UNID-092;Passivo;25184.64;c;29962734
user1596;UNID-098;Despesa;39936.29;d;81900811
user1354;UNID-054;Passivo;39936.29;c;29177614
user0450;UNID-034;Passivo;4485.38;d;24329268
user0812;UNID-043;Despesa;4485.38;c;89224384
user2578;UNID-089;Outras;55212.12;d;94349713
user0449;UNID-061;Despesa;55212.12;c;80294381
user1812;UNID-070;Outras;74820.97;d;93178995
user0059;UNID-115;Resultado;74820.97;c;31826617
user2220;UNID-002;Ativo;7555.24;d;13377852
user2052;UNID-007;Despesa;7555.24;c;80633608
user0436;UNID-021;Passivo;20110.92;d;25878337
user1121;UNID-063;Receita;20110.92;c;73369308
user0694;UNID-117;Passivo;22806.36;d;23543564
user0593;UNID-064;Ativo;22806.36;c;13327415
user0234;UNID-007;Despesa;49052.38;d;84809478
user1658;UNID-048;Ativo;49052.38;c;12811442
user1934;UNID-061;Despesa;41732.49;d;83041759
user1191;UNID-058;Outras;41732.49;c;96695928
user1433;UNID-113;Outras;18630.50;d;97549864
user2953;UNID-029;Outras;18630.50;c;90143728
user0839;UNID-092;Outras;44269.23;d;92378804
user2440;UNID-099;Receita;44269.23;c;78012262
user0403;UNID-110;Resultado;6012.17;d;36295485
user1005;UNID-091;Despesa;6012.17;c;81075071
user2696;UNID-013;Receita;33736.22;d;77362605
user0317;UNID-117;Outras;33736.22;c;92556933
user1854;UNID-023;Outras;39610.34;d;90189373
user1216;UNID-061;Ativo;39610.34;c;13853042
user0665;UNID-054;Receita;2021.82;d;74643623
user1890;UNID-101;Despesa;2021.82;c;88880827
user0385;UNID-107;Despesa;19230.46;d;81741428
user1577;UNID-074;Ativo;19230.46;c;13849664
user0515;UNID-088;Outras;58172.85;d;90409516
user0759;UNID-104;Receita;58172.85;c;79944328
user2573;UNID-002;Despesa;25002.20;d;88439476
user1741;UNID-091;Receita;25002.20;c;79117658
user1365;UNID-058;Ativo;13346.82;d;10803272
user0659;UNID-071;Despesa;13346.82;c;84274688
user2845;UNID-068;Receita;40421.24;d;78081019
user0390;UNID-114;Receita;40421.24;c;77116137
user1587;UNID-044;Despesa;39422.30;d;88612256
user2895;UNID-005;Resultado;39422.30;c;35809111
user1508;UNID-007;Resultado;36086.38;d;38122393
user2495;UNID-070;Despesa;36086.38;c;83309970
user2540;UNID-077;Ativo;1969.79;d;13836557
user1877;UNID-001;Outras;1969.79;c;94695656
user2324;UNID-096;Passivo;28270.99;d;20614824
user2099;UNID-002;Outras;28270.99;c;95230532
user0623;UNID-054;Passivo;19863.75;d;24310165
user2675;UNID-025;Passivo;19863.75;c;26380461
user0240;UNID-062;Outras;1824.62;d;95229928
user0608;UNID-097;Receita;1824.62;c;77637910
user2265;UNID-095;Receita;20906.31;d;79299264
user1081;UNID-115;Receita;20906.31;c;73018956
user0725;UNID-012;Ativo;13218.44;d;12059933
user1219;UNID-036;Ativo;13218.44;c;10259416
user2184;UNID-046;Passivo;17670.11;d;27186109
user0631;UNID-048;Resultado;17670.11;c;37344803
user0204;UNID-107;Despesa;35279.52;d;89174443
user2738;UNID-049;Outras;35279.52;c;96299293
user1843;UNID-054;Receita;66153.34;d;77277618
user0815;UNID-042;Outras;66153.34;c;96225890
user0789;UNID-050;Outras;26836.27;d;96437243
user1153;UNID-020;Receita;26836.27;c;79339174
user1017;UNID-015;Outras;30525.90;d;90939447
user0106;UNID-110;Outras;30525.90;c;92637048
user0648;UNID-049;Receita;31569.78;d;78796072
user0529;UNID-094;Outras;31569.78;c;98225835
user2172;UNID-110;Outras;28209.50;d;92213871
user2331;UNID-062;Resultado;28209.50;c;35208368
user0883;UNID-098;Passivo;46684.67;d;21137290
user1849;UNID-109;Receita;46684.67;c;71455044
user2095;UNID-085;Resultado;27908.73;d;34632940
user1138;UNID-019;Passivo;27908.73;c;24953976
user1648;UNID-012;Receita;67240.27;d;75219184
user1939;UNID-110;Resultado;67240.27;c;36095363
user0052;UNID-096;Resultado;6960.94;d;31935879
user0663;UNID-101;Resultado;6960.94;c;32371030
user1621;UNID-020;Despesa;42638.39;d;88088887
user2802;UNID-061;Passivo;42638.39;c;26241674
user0533;UNID-088;Ativo;24725.40;d;18852339
user2107;UNID-110;Receita;24725.40;c;74525327
user2546;UNID-030;Despesa;69216.10;d;83546849
user2283;UNID-018;Outras;69216.10;c;97128476
user1778;UNID-068;Receita;52393.40;d;72117494
user1961;UNID-091;Resultado;52393.40;c;36389925
user0078;UNID-045;Despesa;28277.56;d;81490508
user1647;UNID-091;Passivo;28277.56;c;29640897
user0052;UNID-105;Ativo;11814.81;d;19857643
user2755;UNID-074;Despesa;11814.81;c;81875068
user1686;UNID-044;Resultado;38566.30;d;39266137
user1510;UNID-107;Passivo;38566.30;c;25420287
user2879;UNID-117;Despesa;28470.74;d;89119832
user0986;UNID-075;Resultado;28470.74;c;37214757
user0713;UNID-028;Resultado;7126.95;d;37364947
user0849;UNID-017;Ativo;7126.95;c;10362122
user1232;UNID-099;Passivo;26372.13;d;20544642
user2704;UNID-053;Resultado;26372.13;c;39365397
user0497;UNID-058;Resultado;17857.88;d;34885719
user0483;UNID-016;Passivo;17857.88;c;23459654
user1883;UNID-015;Passivo;15374.14;d;24724525
user1280;UNID-086;Despesa;15374.14;c;86102685
user0491;UNID-020;Passivo;11877.55;d;25311655
user1269;UNID-064;Passivo;11877.55;c;21650184
user2780;UNID-102;Passivo;24625.31;d;22885485
user0005;UNID-072;Passivo;24625.31;c;28729284
user1322;UNID-106;Passivo;1613.90;d;20175219
user2294;UNID-045;Receita;1613.90;c;76920423
user0643;UNID-057;Passivo;19728.98;d;23875689
user1235;UNID-054;Passivo;19728.98;c;22468496
user1376;UNID-098;Ativo;16644.86;d;13456254
user0414;UNID-074;Resultado;16644.86;c;39208572
user2280;UNID-035;Despesa;31736.70;d;86499856
user2827;UNID-110;Despesa;31736.70;c;86953991
user2842;UNID-085;Despesa;32708.52;d;88316104
user2934;UNID-060;Outras;32708.52;c;92115233
user1975;UNID-115;Resultado;918.39;d;31974939
user1682;UNID-059;Resultado;918.39;c;35055211
user2353;UNID-040;Resultado;26204.82;d;33155192
user0182;UNID-075;Ativo;26204.82;c;15872848
user0686;UNID-089;Ativo;5657.72;d;19568842
user0069;UNID-072;Resultado;5657.72;c;36239483
user0604;UNID-081;Resultado;23309.72;d;32914943
user1350;UNID-057;Outras;23309.72;c;93686574
user1562;UNID-025;Ativo;6179.92;d;18219416
user2939;UNID-072;Passivo;6179.92;c;26530879
user2243;UNID-029;Despesa;54041.47;d;83323325
user1733;UNID-041;Ativo;54041.47;c;10128254
user2735;UNID-102;Ativo;43650.34;d;15584628
user0267;UNID-006;Despesa;43650.34;c;80114519
user2208;UNID-070;Passivo;50973.79;d;22120587
user1257;UNID-027;Despesa;50973.79;c;89996468
user0603;UNID-046;Passivo;30870.64;d;27036105
user0288;UNID-019;Ativo;30870.64;c;17132180
user0479;UNID-081;Resultado;16685.02;d;37308957
user2772;UNID-074;Outras;16685.02;c;94441037
user0315;UNID-104;Receita;6296.99;d;76425548
user2984;UNID-059;Receita;6296.99;c;78726018
user2620;UNID-037;Outras;16822.26;d;99210858
user1726;UNID-036;Passivo;16822.26;c;20323517
user2964;UNID-058;Outras;30313.18;d;96628376
user0807;UNID-120;Outras;30313.18;c;98655123
user0440;UNID-117;Passivo;1643.03;d;22131806
user1295;UNID-030;Resultado;1643.03;c;38912977
user0952;UNID-051;Passivo;4243.76;d;29749739
user0792;UNID-071;Despesa;4243.76;c;82042548
user1213;UNID-082;Receita;8180.29;d;76205246
user1485;UNID-101;Despesa;8180.29;c;85907035
user0746;UNID-079;Passivo;15461.10;d;26455930
user1407;UNID-006;Ativo;15461.10;c;15150694
user1328;UNID-058;Outras;31226.60;d;92433102
user1317;UNID-031;Passivo;31226.60;c;25957789
user1862;UNID-054;Outras;7797.00;d;91503978
user0585;UNID-090;Passivo;7797.00;c;25387569
user2289;UNID-080;Resultado;43879.86;d;34462462
user0828;UNID-056;Resultado;43879.86;c;38048666
user0953;UNID-025;Resultado;39692.22;d;32927385
user1984;UNID-117;Receita;39692.22;c;72647677
user0778;UNID-095;Outras;38747.09;d;97565477
user1803;UNID-054;Ativo;38747.09;c;11390217
user2737;UNID-002;Receita;31505.51;d;77882436
user0614;UNID-037;Outras;31505.51;c;91665800
user1012;UNID-110;Outras;6765.44;d;96825941
user1939;UNID-046;Ativo;6765.44;c;12768238
user2062;UNID-012;Outras;20183.29;d;96016789
user0011;UNID-104;Outras;20183.29;c;98647549
user2247;UNID-069;Outras;20908.58;d;90069029
user1701;UNID-025;Despesa;20908.58;c;86901053
user0953;UNID-017;Ativo;2304.20;d;17736066
user0481;UNID-099;Resultado;2304.20;c;36862665
user1712;UNID-025;Passivo;11361.82;d;21810868
user2584;UNID-047;Resultado;11361.82;c;34908148
user0881;UNID-060;Passivo;15031.63;d;20416178
user2135;UNID-044;Ativo;15031.63;c;11191381
user0715;UNID-108;Receita;4036.46;d;70701511
user1776;UNID-065;Ativo;4036.46;c;12005869
user1544;UNID-035;Receita;29139.56;d;79594621
user2057;UNID-063;Resultado;29139.56;c;34738424
user2967;UNID-050;Resultado;20706.11;d;36240967
user0205;UNID-074;Despesa;20706.11;c;89996533
user2559;UNID-052;Ativo;32065.73;d;12010157
user2851;UNID-033;Receita;32065.73;c;74711730
user2360;UNID-047;Passivo;6963.65;d;26940436
user1403;UNID-008;Passivo;6963.65;c;23145869
user2250;UNID-065;Outras;19543.62;d;96855136
user2354;UNID-031;Receita;19543.62;c;78014178
user2592;UNID-106;Passivo;11280.15;d;26318534
user1982;UNID-034;Receita;11280.15;c;70433328
user0241;UNID-055;Outras;28699.71;d;90807464
user1600;UNID-110;Outras;28699.71;c;96534697
user1194;UNID-020;Resultado;5862.24;d;36383261
user0556;UNID-045;Passivo;5862.24;c;23606657
user1706;UNID-084;Ativo;8644.55;d;10924440
user2394;UNID-120;Receita;8644.55;c;79645204
user1237;UNID-061;Despesa;15728.35;d;81668822
user2557;UNID-009;Despesa;15728.35;c;81272220
user1006;UNID-085;Ativo;24109.08;d;18952186
user2372;UNID-119;Receita;24109.08;c;74956310
user0031;UNID-003;Passivo;8558.74;d;28341902
user0750;UNID-058;Despesa;8558.74;c;87658818
user0421;UNID-091;Outras;1017.53;d;95765827
user1374;UNID-117;Despesa;1017.53;c;89213744
user1551;UNID-036;Resultado;45582.81;d;36312824
user0035;UNID-075;Despesa;45582.81;c;80242752
user2265;UNID-103;Despesa;56245.24;d;80238229
user1663;UNID-077;Outras;56245.24;c;91258631
user2303;UNID-053;Receita;19647.69;d;73253426
user1104;UNID-070;Outras;19647.69;c;98640252
user0531;UNID-080;Passivo;41038.64;d;21606490
user0522;UNID-116;Outras;41038.64;c;99139650
user1905;UNID-068;Resultado;8902.17;d;38397726
user0137;UNID-002;Ativo;8902.17;c;14354612
user1297;UNID-098;Despesa;55218.48;d;87500244
user0780;UNID-061;Receita;55218.48;c;70364268
user2178;UNID-078;Receita;51169.07;d;79686659
user0258;UNID-101;Passivo;51169.07;c;23960884
user2185;UNID-059;Despesa;25650.25;d;86380627
user2135;UNID-004;Passivo;25650.25;c;29202227
user1845;UNID-117;Despesa;21131.23;d;81995287
user0108;UNID-073;Resultado;21131.23;c;31145436
user0028;UNID-092;Resultado;30302.69;d;32011969
user0540;UNID-034;Passivo;30302.69;c;27631951
user0136;UNID-091;Resultado;29217.25;d;37384901
user2151;UNID-082;Resultado;29217.25;c;34664327
user2653;UNID-077;Passivo;15591.37;d;26877426
user2821;UNID-003;Passivo;15591.37;c;25208451
user2475;UNID-014;Ativo;9664.77;d;11754276
user2635;UNID-002;Outras;9664.77;c;91091019
user1330;UNID-085;Resultado;14860.31;d;34866634
user1916;UNID-060;Outras;14860.31;c;93993214
user2011;UNID-001;Passivo;46398.97;d;25201442
user1123;UNID-047;Passivo;46398.97;c;25651755
user0566;UNID-024;Receita;12674.08;d;77387046
user2513;UNID-088;Receita;12674.08;c;78088808
user0058;UNID-067;Resultado;34661.13;d;38014682
user2282;UNID-043;Receita;34661.13;c;71907387
user1726;UNID-052;Outras;30311.55;d;93177518
user2514;UNID-118;Ativo;30311.55;c;14875711
user1500;UNID-016;Outras;11783.47;d;99378000
user2873;UNID-064;Receita;11783.47;c;79116325
user2567;UNID-071;Ativo;13264.13;d;12716180
user2695;UNID-108;Ativo;13264.13;c;15076148
user0902;UNID-049;Outras;20881.34;d;97442832
user2185;UNID-093;Despesa;20881.34;c;81046721
user2152;UNID-004;Passivo;6938.25;d;29382248
user0838;UNID-016;Resultado;6938.25;c;36090594
user0135;UNID-094;Despesa;8201.60;d;82191736
user0054;UNID-006;Receita;8201.60;c;71315539
user2113;UNID-052;Passivo;10006.40;d;27263731
user1307;UNID-086;Receita;10006.40;c;75600591
user0928;UNID-079;Outras;37042.80;d;92530331
user2641;UNID-095;Resultado;37042.80;c;30486746
user1779;UNID-094;Despesa;14879.15;d;81378247
user0431;UNID-042;Receita;14879.15;c;76515071
user2370;UNID-068;Passivo;17659.92;d;20805032
user2399;UNID-026;Receita;17659.92;c;74769979
user0047;UNID-090;Outras;24372.33;d;93170610
user2251;UNID-070;Passivo;24372.33;c;25341665
user0114;UNID-120;Ativo;7994.25;d;13166560
user1863;UNID-049;Resultado;7994.25;c;35381179
user2119;UNID-113;Outras;43560.32;d;97019264
user1068;UNID-106;Outras;43560.32;c;90469708
user0118;UNID-071;Ativo;39412.77;d;14056600
user1867;UNID-110;Despesa;39412.77;c;80720853
user2629;UNID-112;Ativo;15405.95;d;17617850
user0373;UNID-018;Passivo;15405.95;c;27495641
user1982;UNID-019;Receita;13039.24;d;73003608
user0591;UNID-016;Passivo;13039.24;c;25310430
user2013;UNID-052;Outras;33892.04;d;90574223
user2325;UNID-026;Despesa;33892.04;c;88965067
user0617;UNID-011;Ativo;20052.63;d;17814127
user1788;UNID-080;Passivo;20052.63;c;29762939
user1232;UNID-052;Resultado;26627.79;d;36227854
user1854;UNID-003;Passivo;26627.79;c;23096622
user0177;UNID-046;Outras;12312.65;d;93603114
user0159;UNID-059;Receita;12312.65;c;78949263
user0597;UNID-058;Despesa;2705.01;d;85459800
user1544;UNID-045;Outras;2705.01;c;95360411
user2036;UNID-050;Passivo;57320.91;d;26393647
user2834;UNID-054;Outras;57320.91;c;91154196
user0819;UNID-028;Outras;941.01;d;99602171
user0812;UNID-048;Despesa;941.01;c;82704093
user2343;UNID-081;Resultado;3338.35;d;33204373
user2075;UNID-074;Outras;3338.35;c;99640219
user0393;UNID-001;Despesa;30943.86;d;84723590
user1392;UNID-107;Resultado;30943.86;c;35978447
user1811;UNID-033;Resultado;62849.38;d;37500565
user0830;UNID-022;Outras;62849.38;c;95347652
user0104;UNID-076;Resultado;59032.08;d;36353174
user0938;UNID-037;Despesa;59032.08;c;85470164
user0155;UNID-006;Passivo;27395.32;d;21481120
user1249;UNID-105;Despesa;27395.32;c;81947015
user0146;UNID-068;Receita;17223.24;d;73263257
user0673;UNID-010;Resultado;17223.24;c;31335403
user0842;UNID-067;Outras;2434.76;d;96435443
user1474;UNID-077;Resultado;2434.76;c;37990590
user2862;UNID-024;Ativo;12278.98;d;15147505
user0783;UNID-117;Resultado;12278.98;c;39936814
user0804;UNID-084;Resultado;33834.09;d;36904447
user2573;UNID-025;Despesa;33834.09;c;86680018
user1441;UNID-081;Receita;18039.05;d;73489265
user0425;UNID-012;Outras;18039.05;c;96714210
user1338;UNID-034;Despesa;10022.76;d;86847067
user1641;UNID-112;Ativo;10022.76;c;11546192
user2892;UNID-085;Passivo;19203.23;d;25636306
user2116;UNID-045;Ativo;19203.23;c;18020784
user2627;UNID-082;Receita;28869.19;d;76953944
user2206;UNID-002;Ativo;28869.19;c;14541743
user0855;UNID-022;Passivo;53639.61;d;23791728
user2941;UNID-066;Ativo;53639.61;c;14682915
user2638;UNID-074;Passivo;22524.95;d;28394795
user0825;UNID-107;Receita;22524.95;c;79655524
user1814;UNID-102;Outras;10988.30;d;97115331
user1503;UNID-047;Receita;10988.30;c;70035239
